Chromosome	Start	Stop	Strand	Gene Symbol	gene_biotype	gene_name	gene_source	TB64SL	TB65SR	TB66SL	TB64SR	TB65SL	TB66SR	TB61SL	TB61SR	TB68SL	TB68SR
1	166201201	166238748	-	Mael	protein_coding	Mael	ensembl_havana	0.0554538	0.179637	0.0748325	0.0552289	0.0359235	0.137148	0.040658	0.106598	0.276139	0.15925
8	115682942	115707795	-	Maf	protein_coding	Maf	ensembl_havana	30.0157	24.0341	25.5735	24.1465	25.1482	32.2177	29.6615	30.046	29.4831	25.4641
15	76351294	76354381	+	Maf1	protein_coding	Maf1	ensembl_havana	17.4089	16.6491	16.0377	16.7179	14.3534	15.1439	18.792	17.0665	16.0315	17.6551
15	75745490	75748229	-	Mafa	protein_coding	Mafa	ensembl_havana	0.512123	0.215544	0.164511	0.165487	0.262806	0.285616	0.216409	0.266346	0.67958	0.26535
2	160363703	160367066	-	Mafb	protein_coding	Mafb	ensembl_havana	5.89528	6.42752	6.33742	4.74118	6.71103	7.36642	5.47543	5.89745	6.1685	5.01863
15	79346621	79359077	+	Maff	protein_coding	Maff	ensembl_havana	2.67092	1.69972	1.89831	2.16391	1.38527	1.79314	3.54216	3.07525	2.26149	1.72953
11	120625117	120633601	-	Mafg	protein_coding	Mafg	ensembl_havana	34.79	28.6182	33.6671	33.2428	28.1096	32.2847	34.6772	31.2841	32.4983	28.5092
5	139791513	139802654	+	Mafk	protein_coding	Mafk	ensembl_havana	11.1677	8.74954	9.74519	9.56499	8.0126	8.82827	10.2207	12.314	11.2647	8.40325
7	30899176	30914874	-	Mag	protein_coding	Mag	ensembl_havana	0.622831	1.00551	5.54525	0.647864	0.489688	0.548292	0.730144	0.532592	0.605262	0.48816
X	79623231	79671436	-	Mageb16	protein_coding	Mageb16	ensembl_havana	0.962535	0.816704	0.889368	1.13782	0.996822	1.19935	0.757181	0.577781	1.19981	0.799236
6	60769967	60771060	-	Mageb16-ps2	processed_pseudogene	Mageb16-ps2	havana	0.0196178	0.00936508	0.172034	0.0752176	0.0303185	0.148488	0.000101433	0.207845	0.00010148	0.0922034
2	121953752	121956093	-	Mageb3	protein_coding	Mageb3	ensembl_havana	0.0139385	0.0120691	0.0001	0.0552289	0.131453	0.0001	0.0271387	0.0533492	0.0638012	0.0001
X	94535474	94542144	-	Maged1	protein_coding	Maged1	ensembl_havana	142.22	162.707	148.213	146.686	138.47	144.859	127.284	134.083	134.293	138.194
X	150806370	150814346	-	Maged2	protein_coding	Maged2	ensembl_havana	34.5824	39.0313	33.6595	37.5153	36.3129	36.6242	25.5653	30.2455	38.2105	35.6711
X	105120378	105123928	+	Magee1	protein_coding	Magee1	ensembl_havana	7.94338	7.88775	7.93669	7.00146	7.46333	8.14303	7.28702	7.7878	6.83736	8.29711
X	104854952	104857268	-	Magee2	protein_coding	Magee2	ensembl_havana	0.318385	0.27539	0.29903	0.179269	0.382217	0.217092	0.243448	0.306283	0.392924	0.36084
16	21331902	21333357	-	Magef1	transcribed_processed_pseudogene	Magef1	havana	3.07224	2.84875	3.46769	3.45944	2.91375	3.74608	3.52865	3.48793	3.15331	3.19371
X	153036166	153037576	-	Mageh1	protein_coding	Mageh1	ensembl_havana	9.56248	8.36652	9.90963	9.35822	9.49332	7.85751	9.24732	8.05405	9.10937	8.66846
7	62377010	62381641	+	Magel2	protein_coding	Magel2	ensembl_havana	0.0001	0.0240382	0.029993	0.0690111	0.0001	0.0001	0.0001	0.0001	0.0425675	0.0001
6	93675455	94283918	-	Magi1	protein_coding	Magi1	ensembl_havana	23.0272	24.8719	26.7393	25.2215	23.2973	24.8627	26.4033	26.6647	21.5204	22.2174
5	19227036	20704793	+	Magi2	protein_coding	Magi2	ensembl_havana	25.1446	27.3016	26.5451	27.096	28.9216	23.321	25.822	22.7242	22.4972	24.1584
3	104013259	104220375	-	Magi3	protein_coding	Magi3	ensembl_havana	40.0077	41.4495	42.8072	42.6843	40.8262	36.0093	40.0979	40.2556	42.5936	40.1273
X	7673164	7681252	-	Magix	protein_coding	Magix	ensembl_havana	1.67455	2.32211	1.43496	0.854597	1.56439	1.98729	1.40611	1.58427	1.92176	1.47489
4	107879755	107887425	+	Magoh	protein_coding	Magoh	ensembl_havana	5.93679	4.56033	5.7844	5.67837	4.17951	5.32211	5.05632	6.48319	5.71199	4.56239
6	131284388	131293245	-	Magohb	protein_coding	Magohb	ensembl_havana	0.923794	1.02943	1.30163	1.17159	0.868548	1.49239	0.743663	1.01184	1.65959	0.812643
X	105968084	106011907	-	Magt1	protein_coding	Magt1	ensembl_havana	33.918	33.5256	37.6953	36.3443	34.2113	32.5607	37.5161	32.3752	36.6395	32.8592
1	57406328	57417954	+	Maip1	protein_coding	Maip1	ensembl_havana	5.66003	6.02057	6.38225	6.76717	6.03039	5.02519	8.15225	6.73613	7.59116	7.31038
19	6184388	6224226	+	Majin	protein_coding	Majin	ensembl_havana	0.207677	0.0240382	0.119672	0.151704	0.119512	0.228513	0.162332	0.186472	0.0850349	0.20169
13	41025008	41079707	-	Mak	protein_coding	Mak	ensembl_havana	3.61194	1.89122	2.58584	5.18221	6.98567	1.31348	1.48723	0.8654	1.30597	12.8169
8	31159463	31168765	-	Mak16	protein_coding	Mak16	ensembl_havana	5.68771	6.43949	6.27763	6.14697	4.9318	6.44135	4.77242	5.69777	6.31714	5.53851
2	127633226	127656696	-	Mal	protein_coding	Mal	ensembl_havana	65.4699	18.8634	84.3282	42.6974	56.4102	21.1169	34.5555	78.1034	58.8282	31.2466
15	54571192	54602848	+	Mal2	protein_coding	Mal2	ensembl_havana	7.63893	0.646433	10.1936	3.79021	7.14091	1.22211	2.0956	7.16212	3.63107	2.57833
19	5795690	5802673	-	Malat1	lncRNA	Malat1	havana	14800.2	14783.5	15828	15859.3	14901.5	16586.6	15263.7	14636.2	15896.3	14661
2	127704386	127729933	-	Mall	protein_coding	Mall	ensembl_havana	3.44588	2.4418	4.72319	2.52225	2.87792	1.90735	1.81169	4.10029	3.55675	1.81441
2	15526479	16255556	+	Malrd1	protein_coding	Malrd1	havana	0.0416154	0.0001	0.0150465	0.0552289	0.0956293	0.0457826	0.040658	0.0001	0.0001	0.0001
6	49073795	49086752	+	Malsu1	protein_coding	Malsu1	ensembl_havana	7.11308	7.2055	7.84701	6.87744	7.17671	7.28647	7.6926	7.92092	8.05827	7.36341
18	65430938	65479068	+	Malt1	protein_coding	Malt1	ensembl_havana	16.9107	18.8993	16.4711	15.6291	18.9507	16.503	18.3323	19.9419	18.3355	17.8567
19	23302609	23448443	-	Mamdc2	protein_coding	Mamdc2	ensembl_havana	2.03435	2.09469	2.7951	2.0123	2.29281	2.03298	2.14967	2.07682	2.01731	1.39001
2	25563115	25574846	-	Mamdc4	protein_coding	Mamdc4	ensembl_havana	1.19194	2.06129	1.46234	1.88198	0.597838	1.5575	1.04056	0.700064	0.909595	1.11735
11	50255634	50292312	-	Maml1	protein_coding	Maml1	ensembl_havana	10.3651	11.8495	12.7644	10.3367	11.1532	12.3345	10.9914	9.8379	10.256	9.93101
9	13297957	13709389	+	Maml2	protein_coding	Maml2	ensembl_havana	34.2086	34.926	32.6581	31.1752	31.7875	27.3411	35.2177	32.9878	26.1814	25.4215
3	51685907	52105077	-	Maml3	protein_coding	Maml3	ensembl_havana	20.2181	21.9395	21.1942	20.067	19.9299	20.283	19.13	20.8072	17.2737	17.5066
X	71050240	71156057	+	Mamld1	protein_coding	Mamld1	ensembl_havana	6.864	6.64298	5.76944	6.45017	6.2095	5.89314	7.01663	7.45496	4.56534	5.99475
7	45639977	45646522	+	Mamstr	protein_coding	Mamstr	ensembl_havana	4.6083	4.02173	3.34812	3.92803	2.81821	4.0887	4.00182	3.79411	3.9071	3.13005
10	53904785	54076610	-	Man1a	protein_coding	Man1a	ensembl_havana	45.3351	44.0342	42.3585	43.6896	43.705	50.5136	50.7784	54.8603	48.0836	44.3707
3	100562208	100685504	-	Man1a2	protein_coding	Man1a2	ensembl_havana	51.1055	51.3117	53.987	54.5223	52.7562	49.8285	52.1441	56.8705	52.2033	49.4001
2	25332338	25352213	+	Man1b1	protein_coding	Man1b1	ensembl_havana	31.6623	33.2743	30.7749	31.3408	31.4651	30.299	32.46	32.2959	31.5004	30.2598
4	134561690	134704291	-	Man1c1	protein_coding	Man1c1	ensembl_havana	25.5595	24.8	29.9382	26.7239	22.8553	21.231	26.5789	22.578	21.4463	20.0425
17	64600736	64755111	+	Man2a1	protein_coding	Man2a1	ensembl_havana	41.723	39.2708	40.6846	40.0652	38.6658	45.9913	49.7109	50.4004	47.7759	42.0155
7	80349097	80371376	-	Man2a2	protein_coding	Man2a2	ensembl_havana	125.1	129.712	113.61	113.621	125.727	123.901	116.551	119.691	110.936	123.878
8	85083270	85098283	+	Man2b1	protein_coding	Man2b1	ensembl_havana	49.0297	55.9433	47.4253	45.8536	46.5946	45.9109	46.6013	49.4021	46.6717	43.3526
5	36806921	36830654	-	Man2b2	protein_coding	Man2b2	ensembl_havana	28.1339	28.8339	28.5329	23.3195	24.3242	28.4602	27.1061	27.157	24.6951	23.2358
9	57130690	57142723	+	Man2c1	protein_coding	Man2c1	ensembl_havana	23.5393	26.1526	26.4703	23.0577	24.3959	22.693	23.6049	24.2551	25.7885	23.1193
9	57099950	57131291	-	Man2c1os	lncRNA	Man2c1os	havana	0.664346	0.969599	0.508281	1.22672	0.752393	0.571133	0.865337	0.479343	1.08302	0.647309
3	135485611	135571405	+	Manba	protein_coding	Manba	ensembl_havana	18.0039	16.2063	17.2185	18.7714	16.2998	16.0119	17.5753	16.7337	16.3182	14.9814
2	157367594	157396764	+	Manbal	protein_coding	Manbal	ensembl_havana	9.42409	10.7244	8.83348	7.29089	7.58274	8.98816	9.07157	9.82458	7.66548	9.17774
4	26324506	26346892	-	Manea	protein_coding	Manea	ensembl_havana	18.0455	19.1268	18.0256	21.142	19.3806	20.3517	24.5511	21.9521	18.4734	18.2811
4	124855239	124862172	-	Maneal	protein_coding	Maneal	ensembl_havana	0.761215	1.1611	0.777318	1.21293	1.03898	0.514029	0.689586	0.585842	0.817599	1.96295
9	106838312	106891980	-	Manf	protein_coding	Manf	ensembl_havana	11.1539	11.7418	12.4954	9.56499	9.62467	11.3523	9.03102	10.7831	11.9972	12.2546
3	29891014	29924192	+	Mannr	lncRNA	Mannr	havana	0.0277769	0.0001	0.0001	0.0276644	0.0836881	0.148569	0.040658	0.0533492	0.0531843	0.0637599
6	134609207	134632489	-	Mansc1	protein_coding	Mansc1	ensembl_havana	5.82609	6.59509	4.43921	4.35528	4.78851	6.3043	4.79946	5.93739	4.76707	4.57301
6	147075060	147087033	-	Mansc4	protein_coding	Mansc4	ensembl_havana	0.0692923	0.0240382	0.059886	0.0552289	0.0239823	0.0457826	0.0271387	0.0267246	0.0531843	0.0955899
X	16619698	16687819	+	Maoa	protein_coding	Maoa	ensembl_havana	10.8356	10.3295	11.9274	12.2938	11.2964	11.1238	13.3031	12.1542	12.4749	11.8409
X	16709282	16817367	-	Maob	protein_coding	Maob	ensembl_havana	4.12396	4.36883	5.84418	5.92645	4.40639	3.8146	4.65075	4.20679	5.58459	4.94436
8	125669818	125673360	+	Map10	protein_coding	Map10	ensembl_havana	3.21062	2.76497	3.48263	3.67995	3.18839	2.47838	3.16362	2.84893	3.05776	4.42447
5	138259656	138264034	-	Map11	protein_coding	Map11	ensembl_havana	6.22741	6.41556	6.15807	5.82998	6.60356	7.06947	5.63765	6.21694	6.95415	5.86743
2	121289600	121310833	+	Map1a	protein_coding	Map1a	ensembl_havana	40.2142	38.3734	38.8311	36.4266	33.5436	33.0511	42.1654	36.7299	32.8702	34.557
13	99421446	99516541	-	Map1b	protein_coding	Map1b	ensembl_havana	145.914	140.039	170.842	180.509	154.391	136.831	129.652	99.4438	142.298	183.146
2	155276297	155278074	+	Map1lc3a	protein_coding	Map1lc3a	ensembl_havana	24.923	24.2139	22.0311	20.0806	15.404	18.6158	20.2789	19.3031	20.0126	21.9631
8	121590361	121598761	+	Map1lc3b	protein_coding	Map1lc3b	ensembl_havana	60.2957	57.636	57.9876	54.9979	47.9478	51.7435	65.2441	57.8043	54.5065	50.6987
8	70905932	70917530	+	Map1s	protein_coding	Map1s	ensembl_havana	8.96742	8.92908	8.25058	7.84218	8.15591	8.26865	7.16534	6.89588	7.68671	8.14856
1	66175273	66442584	+	Map2	protein_coding	Map2	ensembl_havana	29.3237	28.343	28.9515	33.9595	42.8927	18.5358	28.0526	22.6975	27.2112	68.2645
9	64185770	64253632	-	Map2k1	protein_coding	Map2k1	ensembl_havana	32.9357	34.6387	33.5401	30.2935	30.068	31.6353	34.0689	30.725	33.3691	34.6098
10	81105915	81133976	+	Map2k2	protein_coding	Map2k2	ensembl_havana	17.4365	19.1148	18.8177	16.6214	14.4131	16.5144	15.1282	16.4275	17.2631	15.7029
11	60932033	60952812	+	Map2k3	protein_coding	Map2k3	ensembl_havana	12.427	8.6897	10.089	9.56496	8.82462	11.0325	11.5051	10.477	11.6362	8.77455
11	60920917	60931868	-	Map2k3os	lncRNA	Map2k3os	ensembl_havana	0.470608	0.526741	0.29903	0.399784	0.406099	0.251354	0.40568	0.426094	0.435392	0.39267
11	65688243	65788298	-	Map2k4	protein_coding	Map2k4	ensembl_havana	20.5917	19.5217	19.7295	18.6061	19.9299	18.7757	20.3873	21.1667	19.981	18.5039
9	63163768	63377903	-	Map2k5	protein_coding	Map2k5	ensembl_havana	6.82246	8.07926	8.28046	7.37359	7.4514	8.57702	8.21986	8.59986	6.86921	7.35282
11	110399122	110525523	+	Map2k6	protein_coding	Map2k6	ensembl_havana	8.33084	9.37191	7.1595	7.1944	8.50223	7.28648	7.08424	6.45657	7.47439	6.84355
8	4238740	4247898	+	Map2k7	protein_coding	Map2k7	ensembl_havana	26.5138	25.0187	25.9122	25.0197	26.1383	24.1064	27.1902	27.7556	24.6444	23.8462
13	111746428	111808994	-	Map3k1	protein_coding	Map3k1	ensembl_havana	47.7982	46.0333	51.6403	48.3068	47.2632	40.4406	45.3575	46.7129	39.516	39.3951
7	27656375	27674599	-	Map3k10	protein_coding	Map3k10	ensembl_havana	4.95427	5.7812	5.79935	4.98926	5.20645	6.80683	4.1235	4.6461	5.40409	4.74277
19	5688742	5702866	+	Map3k11	protein_coding	Map3k11	ensembl_havana	18.6957	21.8438	19.2961	16.2768	14.7474	20.8085	15.5069	18.7704	14.7256	16.0212
15	102497646	102517065	-	Map3k12	protein_coding	Map3k12	ensembl_havana	11.6659	11.8735	13.1231	12.5419	12.1204	11.0325	13.3302	11.2357	10.6382	12.2971
16	21794346	21933440	+	Map3k13	protein_coding	Map3k13	ensembl_havana	7.60012	5.30624	5.65158	7.11315	5.82214	7.932	5.0925	5.94916	5.50356	8.69483
11	103219762	103267473	-	Map3k14	protein_coding	Map3k14	ensembl_havana	6.40731	5.92482	5.7545	5.48542	4.35863	5.65333	6.51642	5.92408	5.58457	4.62605
X	159988433	160123352	+	Map3k15	protein_coding	Map3k15	ensembl_havana	1.89597	2.0947	1.67411	1.98474	1.71963	1.14217	2.06856	1.39789	1.80497	1.40062
1	127814791	127855032	-	Map3k19	protein_coding	Map3k19	ensembl_havana	0.221515	0.311297	0.209351	0.234398	0.2031	0.251354	0.0947353	0.119911	0.212437	0.22291
18	32163089	32236752	+	Map3k2	protein_coding	Map3k2	ensembl_havana	66.7846	63.6997	65.5255	67.588	65.593	68.5813	68.9352	70.2361	69.9124	66.7794
2	72285637	72442611	+	Map3k20	protein_coding	Map3k20	ensembl_havana	69.7876	53.7297	50.4894	55.253	56.0161	68.8326	59.0526	59.4261	72.8951	53.347
8	125910450	125947441	+	Map3k21	protein_coding	Map3k21	ensembl_havana	4.27618	5.20667	5.45557	4.67227	4.44221	3.97449	5.62414	4.92565	4.00266	3.95763
11	106084613	106155447	+	Map3k3	protein_coding	Map3k3	ensembl_havana	27.4832	26.9187	26.5451	27.8953	22.0435	28.1292	28.7016	27.5166	27.3279	24.5728
17	12227621	12318797	-	Map3k4	protein_coding	Map3k4	ensembl_havana	26.5006	28.7915	29.1609	27.0135	27.7633	28.1744	26.5493	25.9867	24.5244	26.8649
10	19934472	20142754	+	Map3k5	protein_coding	Map3k5	ensembl_havana	38.18	38.5284	37.3216	39.0032	35.7041	39.0128	38.1252	36.8218	38.5813	35.2683
4	133240818	133252930	+	Map3k6	protein_coding	Map3k6	ensembl_havana	6.49034	5.8889	4.22996	4.60336	5.09898	4.16864	4.77242	5.52471	8.31311	7.49075
4	31964097	32023468	+	Map3k7	protein_coding	Map3k7	ensembl_havana	35.7732	36.1978	36.4246	37.2321	37.3637	39.1521	38.1169	39.1207	38.294	35.2107
16	87553330	87595337	+	Map3k7cl	protein_coding	Map3k7cl	ensembl_havana	0.650508	1.11323	0.463441	0.468695	1.0748	1.17643	0.621989	0.852088	1.60325	1.2733
18	4331327	4353016	-	Map3k8	protein_coding	Map3k8	ensembl_havana	13.6725	9.46767	11.0605	13.6307	9.12315	11.6949	12.4108	12.5536	11.169	8.14856
12	81721010	81781176	-	Map3k9	protein_coding	Map3k9	ensembl_havana	1.64688	1.06535	1.40507	0.661646	1.77933	0.86807	0.959972	1.50439	1.05117	1.39001
9	109931460	110083956	+	Map4	protein_coding	Map4	ensembl_havana	117.586	104.718	98.9297	99.329	98.2519	122.684	104.085	103.784	114.29	113.952
7	28982050	29003280	+	Map4k1	protein_coding	Map4k1	ensembl_havana	0.263031	0.371143	0.269137	0.37222	0.274747	0.228513	0.351603	0.572529	0.191204	0.15925
19	6341135	6355616	+	Map4k2	protein_coding	Map4k2	ensembl_havana	22.2247	22.9808	21.6276	20.5632	20.0851	20.7514	20.7928	21.7391	20.6499	19.2996
17	80580512	80728486	-	Map4k3	protein_coding	Map4k3	ensembl_havana	42.4841	37.1401	46.4242	43.9244	42.0447	43.3643	40.4227	42.4529	43.1895	47.6281
1	39900913	40026311	+	Map4k4	protein_coding	Map4k4	ensembl_havana	65.041	71.0613	74.0014	67.7945	66.1068	78.4493	65.7856	70.649	66.748	60.1378
12	69803750	69893201	-	Map4k5	protein_coding	Map4k5	ensembl_havana	40.9065	36.2066	39.2493	38.8798	38.3431	35.781	38.1246	41.1755	37.5838	34.1746
7	99267447	99337138	+	Map6	protein_coding	Map6	ensembl_havana	5.41094	6.03254	5.5303	5.33382	6.10203	5.5848	5.62415	5.31171	6.5507	8.23345
16	20233303	20241359	-	Map6d1	protein_coding	Map6d1	ensembl_havana	1.19021	3.05223	1.09119	1.43345	2.40027	1.45052	1.91984	1.87714	1.6351	1.65526
10	20148471	20281591	+	Map7	protein_coding	Map7	ensembl_havana	18.8896	20.2398	23.2419	21.6933	24.0018	15.7492	17.0885	17.7454	15.6069	26.5251
4	126232167	126256344	-	Map7d1	protein_coding	Map7d1	ensembl_havana	20.2735	20.611	20.5665	18.3994	15.7028	23.1725	20.225	20.7673	21.1489	15.0981
X	159414572	159498758	+	Map7d2	protein_coding	Map7d2	ensembl_havana	1.39778	1.89122	0.837104	1.2405	1.69575	0.925172	1.31147	0.985211	1.42276	2.7587
X	56797858	56822327	-	Map7d3	protein_coding	Map7d3	ensembl_havana	0.80273	1.07732	0.956676	1.04755	0.871805	1.17643	1.10868	1.21152	0.785749	0.55182
3	82358044	82395269	+	Map9	protein_coding	Map9	ensembl_havana	3.80567	5.08697	4.24491	5.1133	6.65132	5.21934	5.47543	4.95228	5.62702	7.15125
16	16983382	17047454	+	Mapk1	protein_coding	Mapk1	ensembl_havana	59.0904	57.6308	63.6717	59.953	55.4183	60.8487	62.1483	61.2897	59.1147	59.1824
5	102907948	103211335	-	Mapk10	protein_coding	Mapk10	ensembl_havana	1.39778	1.00551	2.13745	2.37064	3.70186	0.559712	1.9604	1.10502	1.7625	4.83826
15	89142486	89149629	-	Mapk11	protein_coding	Mapk11	ensembl_havana	2.22809	1.26883	2.07766	2.21904	2.57939	1.55331	2.33894	2.2632	3.2064	3.14066
15	89130584	89140704	-	Mapk12	protein_coding	Mapk12	ensembl_havana	6.006	4.8835	3.52747	4.64471	5.9468	5.28786	4.0559	5.75102	5.2873	4.67911
17	28769297	28780234	+	Mapk13	protein_coding	Mapk13	ensembl_havana	1.53617	0.921722	1.58443	1.40589	1.30169	1.02796	1.14924	1.46445	1.48646	0.912559
17	28691329	28748407	+	Mapk14	protein_coding	Mapk14	ensembl_havana	29.5314	24.3456	26.7841	27.3853	21.9837	24.7146	26.9305	28.1821	26.2979	24.5621
15	75993769	75999155	+	Mapk15	protein_coding	Mapk15	ensembl_havana	0.290708	0.095853	0.149565	0.110358	0.167276	0.125727	0.148813	0.133223	0.0850349	0.14864
7	138835823	138846274	-	Mapk1ip1	protein_coding	Mapk1ip1	ensembl_havana	4.26234	5.93678	5.08191	5.7197	5.7199	5.07086	4.65075	5.56464	5.24484	4.77459
14	47298266	47323205	+	Mapk1ip1l	protein_coding	Mapk1ip1l	ensembl_havana	44.6846	40.9823	42.2992	42.8761	42.1891	46.3228	45.6416	44.4097	37.7541	36.7212
7	126759601	126765820	+	Mapk3	protein_coding	Mapk3	ensembl_havana	18.6266	19.6773	18.6085	15.5465	16.24	20.5801	16.71	17.3594	16.297	14.2281
18	73928486	74065360	-	Mapk4	protein_coding	Mapk4	ensembl_havana	5.30023	5.63755	7.78721	6.47776	5.99453	2.21571	5.61062	4.11359	4.94755	4.87009
9	75369062	75410006	-	Mapk6	protein_coding	Mapk6	ensembl_havana	70.396	81.8948	65.1515	61.3034	71.7066	90.7726	73.2213	79.2748	68.7666	67.4788
11	61488812	61494407	-	Mapk7	protein_coding	Mapk7	ensembl_havana	6.91933	8.74952	7.08474	6.71203	7.4275	7.04666	7.12478	7.28193	6.69936	5.67645
14	33377898	33447159	-	Mapk8	protein_coding	Mapk8	ensembl_havana	23.5946	26.6553	24.2583	23.168	27.2498	22.4302	22.6179	23.7094	24.8329	28.9123
2	92383676	92401264	-	Mapk8ip1	protein_coding	Mapk8ip1	ensembl_havana	14.9872	17.3794	16.3516	13.3138	13.0279	15.0183	14.2089	10.9028	13.2075	14.748
15	89453913	89464469	+	Mapk8ip2	protein_coding	Mapk8ip2	ensembl_havana	2.85082	2.47771	3.81146	2.16391	2.37639	1.14217	2.81212	0.998523	2.43136	8.36078
17	24892153	24936978	-	Mapk8ip3	protein_coding	Mapk8ip3	ensembl_havana	44.9474	52.4929	49.8515	43.8	47.3163	46.9225	44.5473	43.347	43.1543	45.076
11	49846751	49886422	+	Mapk9	protein_coding	Mapk9	ensembl_havana	36.077	35.692	34.4966	34.8689	34.2708	32.4578	34.0821	33.8134	30.1094	35.9787
2	34406771	34624951	+	Mapkap1	protein_coding	Mapkap1	ensembl_havana	26.3208	27.0504	27.2624	24.6289	23.7151	24.5315	23.4968	25.3601	26.3297	22.2599
1	131053700	131097827	-	Mapkapk2	protein_coding	Mapkapk2	ensembl_havana	38.8723	34.8303	37.5307	36.2887	30.892	31.0871	37.0567	33.5073	33.2944	30.7054
9	107254927	107289878	-	Mapkapk3	protein_coding	Mapkapk3	ensembl_havana	10.5588	8.94103	10.5822	10.006	8.01261	8.45136	8.1793	10.7165	11.3601	8.45624
5	121525038	121545906	-	Mapkapk5	protein_coding	Mapkapk5	ensembl_havana	11.113	10.6294	11.3126	10.8607	9.97286	10.5167	10.7993	11.4141	10.9063	10.9307
2	119972699	120027409	+	Mapkbp1	protein_coding	Mapkbp1	ensembl_havana	20.6471	21.5207	22.0312	20.6735	20.2642	19.8608	21.9014	21.1135	20.4484	20.276
2	153741274	153773311	+	Mapre1	protein_coding	Mapre1	ensembl_havana	126.926	126.909	118.526	132.544	111.985	131.681	119.43	121.635	121.352	106.694
18	23752333	23893862	+	Mapre2	protein_coding	Mapre2	ensembl_havana	26.5423	25.8054	23.78	25.8831	25.6019	24.5431	24.7135	25.2934	23.0918	27.745
5	30814641	30866107	+	Mapre3	protein_coding	Mapre3	ensembl_havana	7.04387	7.42098	6.18795	7.5941	7.09314	6.57839	6.81385	6.56306	6.18974	7.72417
11	104231390	104332091	+	Mapt	protein_coding	Mapt	ensembl_havana	6.90549	7.80397	7.60787	6.03671	8.07232	8.15445	6.7868	7.029	6.07295	13.1671
1	184786767	184811314	-	Marc1	protein_coding	Marc1	ensembl_havana	0.0692923	0.095853	0.089779	0.0552289	0.0956293	0.0457826	0.0136193	0.0533492	0.0425675	0.01071
1	184813068	184846452	-	Marc2	protein_coding	Marc2	ensembl_havana	15.2916	14.5665	14.2441	16.0977	12.1323	13.0653	17.2508	16.7736	14.163	13.7188
8	65617900	66471638	+	March1	protein_coding	March1	ensembl_havana	4.63599	3.84219	3.79651	5.5819	7.79767	2.74106	4.24517	3.30155	3.68415	13.4323
11	105360798	105456736	-	March10	protein_coding	March10	ensembl_havana	0.0001	0.0001	0.0150465	0.0001	0.0478646	0.0001	0.0001	0.0134123	0.0107169	0.04254
15	26309048	26409577	+	March11	protein_coding	March11	ensembl_havana	0.0692923	0.0001	0.0001	0.0138822	0.0836881	0.0001	0.0271387	0.0001	0.0107169	0.0849799
17	33685692	33718671	-	March2	protein_coding	March2	ensembl_havana	31.9005	29.8614	30.7969	30.9982	26.3457	33.1203	31.3438	28.8471	28.6862	28.9145
18	56761716	56925549	-	March3	protein_coding	March3	ensembl_havana	4.02709	4.71593	4.4691	3.96938	3.68992	3.73465	3.46105	3.14181	4.57597	4.138
1	72427112	72536931	-	March4	protein_coding	March4	ensembl_havana	0.0554538	0.0838839	0.0748325	0.0138822	0.250864	0.034362	0.0136193	0.0267246	0.0531843	0.56243
19	37207543	37222152	+	March5	protein_coding	March5	ensembl_havana	13.1328	11.9932	10.9409	12.5263	10.4239	12.1859	11.4509	12.7396	12.9207	11.8408
15	31455891	31531054	-	March6	protein_coding	March6	ensembl_havana	69.1232	58.4693	66.8859	66.6924	66.1302	64.367	79.8183	71.1675	66.1752	62.3868
2	60209887	60250677	+	March7	protein_coding	March7	ensembl_havana	44.2693	45.327	44.0176	46.9285	47.4781	46.2882	50.2919	48.5634	45.7377	44.0528
6	116338024	116409541	+	March8	protein_coding	March8	ensembl_havana	41.253	45.663	46.1099	42.6975	42.3079	44.9058	46.777	45.129	44.5275	43.0019
10	127055011	127060185	-	March9	protein_coding	March9	ensembl_havana	2.42183	2.27423	3.73672	3.05975	2.57939	2.19287	3.24474	2.14338	2.37828	2.84358
10	37133375	37138921	-	Marcks	protein_coding	Marcks	ensembl_havana	43.0377	41.7245	48.8751	42.8766	48.517	52.5808	48.6562	45.3951	49.1031	46.0793
4	129513581	129515986	+	Marcksl1	protein_coding	Marcksl1	ensembl_havana	6.71175	6.3557	7.23421	7.55275	4.68103	5.48201	5.08337	4.5396	5.38285	5.07168
1	120474538	120505025	-	Marco	protein_coding	Marco	ensembl_havana	0.0001	0.0001	0.029993	0.0001	0.0120412	0.0001	0.0676966	0.0001	0.0213337	0.0001
16	14109173	14163352	-	Marf1	protein_coding	Marf1	ensembl_havana	65.7328	66.3693	65.2565	64.2388	61.8073	69.0837	66.1632	66.0428	64.5401	63.8302
1	184896789	184999571	-	Mark1	protein_coding	Mark1	ensembl_havana	4.89892	4.32095	4.55878	5.25112	4.17951	4.60262	4.09646	4.07367	4.74584	4.59423
19	7275396	7341861	-	Mark2	protein_coding	Mark2	ensembl_havana	18.6682	17.3912	20.2078	17.0487	16.67	18.1247	17.1696	19.2763	16.9977	14.5782
12	111574523	111656222	+	Mark3	protein_coding	Mark3	ensembl_havana	46.027	42.6221	46.1845	42.6836	44.4092	43.2046	41.3016	41.7608	41.7028	44.732
7	19424775	19458822	-	Mark4	protein_coding	Mark4	ensembl_havana	6.35198	6.22406	7.09968	7.01524	6.48416	7.17227	7.2735	6.70948	5.43593	5.90987
